requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
brdvis_2216a5688352,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Visual requirement,Manual payment register with separate status from payslip delivery.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdout_992f13cc2303,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Doctor payslip PDF,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_731705f24a6e,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Doctor transaction schedule,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_9a6828e13ee7,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Pay-run reconciliation report,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_a903d2b8f793,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Adjustment register,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_8831c7227105,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Email delivery log,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_4970355d99d2,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Manual bank payment register,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_c44bb31e7bfd,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Quarterly/periodic doctor statement,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_5cbab38224cb,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Measure: pay runs completed by payment date,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdout_496dae88f9ff,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Output/measure,Measure: unmatched or disputed items at approval,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P6,docs/architecture/prototype-parity/,
brdmod_49b6a5786b8d,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,,BBPIP Forecast & Reconciliation,BRD module M09: BBPIP Forecast & Reconciliation,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",,,,"Owner / Director, Finance, Practice Managers, Doctors with approved visibility, Compliance Reviewers",clinic-scoped-unless-stated,BBPIP forecasting and outcome reconciliation (aggregate),operational,,src/modules/m09-*/ + module-register,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Landing/legacy-level; aggregate BBPIP only,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_f94ce43a1e9b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,/bbpip?section=Forecast — Current quarter/period estimate and trend.,Forecast — Current quarter/period estimate and trend.,Tab: Forecast — Current quarter/period estimate and trend.,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Forecast — Current quarter/period estimate and trend.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_0797373aab3b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,/bbpip?section=Doctor / Clinic Contribution — Contribution summaries with filters.,Doctor / Clinic Contribution — Contribution summaries with filters.,Tab: Doctor / Clinic Contribution — Contribution summaries with filters.,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Doctor / Clinic Contribution — Contribution summaries with filters.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_a61759550a70,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,"/bbpip?section=Eligibility & Rules — Business interpretation, required evidence and effective dates.","Eligibility & Rules — Business interpretation, required evidence and effective dates.","Tab: Eligibility & Rules — Business interpretation, required evidence and effective dates.","Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.","Eligibility & Rules — Business interpretation, required evidence and effective dates.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_4326a660e694,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,/bbpip?section=Compliance Gaps — Missing or inconsistent evidence and exceptions.,Compliance Gaps — Missing or inconsistent evidence and exceptions.,Tab: Compliance Gaps — Missing or inconsistent evidence and exceptions.,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Compliance Gaps — Missing or inconsistent evidence and exceptions.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_4ef54b541e9f,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,/bbpip?section=Reconciliation — Forecast versus actual result and variance reasons.,Reconciliation — Forecast versus actual result and variance reasons.,Tab: Reconciliation — Forecast versus actual result and variance reasons.,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Reconciliation — Forecast versus actual result and variance reasons.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_c5846d6f665b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,"/bbpip?section=Evidence — Linked reports, approvals and supporting files.","Evidence — Linked reports, approvals and supporting files.","Tab: Evidence — Linked reports, approvals and supporting files.","Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.","Evidence — Linked reports, approvals and supporting files.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdtab_3fdc3b1fa8da,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,"/bbpip?section=History — Prior forecasts, versions and final outcomes.","History — Prior forecasts, versions and final outcomes.","Tab: History — Prior forecasts, versions and final outcomes.","Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.","History — Prior forecasts, versions and final outcomes.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdbtn_522a3fc49e66,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,,BBPIP Forecast & Reconciliation,Named action: Refresh Approved Data,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Refresh Approved Data,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdbtn_7c1ee44a7fea,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,,BBPIP Forecast & Reconciliation,Named action: Run Forecast,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Run Forecast,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdbtn_a999f64b92b1,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,,BBPIP Forecast & Reconciliation,Named action: View Contribution,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",View Contribution,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
brdbtn_2685b8eb566a,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M09,Commercial,/bbpip,,BBPIP Forecast & Reconciliation,Named action: Open Gap,"Provide an operational workspace for Bulk Billing Practice Incentive Program forecasting, doctor/location contribution review, evidence readiness, variance analysis and final reconciliation using approved practice-system summaries.",Open Gap,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
